Customer_ID,Age,Gender,Account_Type,Account_Balance,Transaction_Date,Transaction_Amount,Transaction_Type,Branch,Loan_Amount,Loan_Type,Credit_Score,Is_Employed,Annual_Income,Marital_Status,Region,Account_Open_Date,Last_Transaction_Date,Number_of_Transactions,Account_Activity_Trend,Customer_Service_Interactions,Recent_Complaints,Change_in_Account_Balance,Customer_Satisfaction_Score,Churn_Label,Churn_Timeframe
0fdf76b5-e705-4a1d-bf2a-e32931d4e86f,37,Female,Checking,23389.33,2025-02-23,3142.67,Deposit,Huynhmouth,0.0,None,460,True,143077.91,Single,South,2023-03-12,2025-03-11,20,Stable,5,0,3599.02,3,0,0
32e55d65-73d3-47f7-8771-08418d0f3482,49,Female,Checking,17680.92,2025-03-29,3466.51,Deposit,Williamsborough,18938.5,None,637,False,97153.23,Married,North,2021-11-01,2025-02-27,20,Decreasing,4,0,1036.85,5,0,0
09f940d3-0520-4048-a913-9fe032d9ac49,34,Other,Checking,77870.17,2025-02-16,696.35,Transfer,Lake Dianeville,2054.82,Personal,658,False,32561.29,Single,East,2022-07-14,2025-01-17,7,Stable,5,2,-3658.94,4,1,7
9d49eb61-44b2-487c-9a22-482c2ffca69d,68,Other,Savings,57948.96,2025-01-15,4369.6,Transfer,Oneillport,0.0,None,621,False,20331.83,Widowed,East,2022-12-09,2025-01-03,13,Decreasing,2,1,-4265.51,3,1,1
cfe1c445-ba61-4506-ac2f-a7c2267cb5f3,50,Male,Savings,18953.85,2025-01-18,1460.25,Payment,Michaelbury,0.0,None,561,True,81210.61,Single,North,2023-08-06,2025-01-14,20,Decreasing,4,2,2852.62,4,0,0
f2e3b196-55b1-488d-8e87-5fb5fd9ddc2c,43,Male,Checking,95118.6,2025-01-29,2838.25,Payment,Buckleytown,0.0,None,396,True,85602.58,Single,West,2020-11-28,2025-01-22,20,Decreasing,3,1,4068.36,1,0,0
3b42d980-2951-4f60-a075-f477544ff3ce,38,Other,Investment,42215.35,2025-01-08,3599.43,Withdrawal,West Samuel,0.0,None,742,False,130890.96,Single,South,2023-10-18,2025-02-09,4,Increasing,5,1,841.46,3,0,0
509acdbb-3399-4c0c-8c12-d05fbd315226,51,Other,Checking,20744.86,2025-02-28,3511.7,Withdrawal,East Samantha,0.0,None,362,True,186626.18,Married,South,2020-01-24,2025-03-04,18,Decreasing,0,2,-2613.04,5,1,6
18e0f508-6069-420f-ba8f-09452efb4ec9,60,Other,Savings,21212.87,2025-01-25,1815.02,Deposit,Seanport,0.0,None,790,False,158336.23,Single,East,2023-09-19,2025-02-05,20,Decreasing,4,0,3668.84,2,0,0
fefac429-b07f-4b30-a092-ecb945aa1e81,42,Male,Savings,13420.48,2025-02-12,318.75,Withdrawal,North Thomasville,0.0,None,681,True,20308.09,Divorced,West,2023-10-07,2025-02-07,9,Increasing,4,0,1530.74,5,0,0
2685dd46-0f10-448b-8f79-d59f04e778d5,41,Male,Savings,91865.7,2025-03-15,4228.54,Withdrawal,Jessicaburgh,11355.38,Business,627,True,194270.38,Divorced,West,2020-02-12,2025-03-29,19,Increasing,2,1,-2719.01,4,1,7
e18bd0a5-0ea0-44cf-bb93-2b718bfd3d51,43,Other,Savings,33129.47,2025-03-19,3925.49,Withdrawal,New Daniel,0.0,None,807,True,199404.51,Widowed,North,2023-07-04,2025-02-05,15,Decreasing,0,2,-2915.68,5,0,0
15bb3703-e0ab-4e24-b405-3b0d3d7015e5,24,Other,Checking,53906.76,2025-01-21,4334.84,Withdrawal,East Joanmouth,0.0,None,706,True,119444.25,Married,South,2025-03-02,2025-01-17,7,Stable,4,0,4374.31,1,1,6
169eee8f-62f6-4dd5-8037-6cd5d6139b89,64,Male,Investment,99726.08,2025-01-03,2310.33,Withdrawal,Weberside,0.0,None,419,False,150685.69,Married,North,2023-12-10,2025-03-27,12,Increasing,1,2,-4768.27,5,0,0
ca6b081b-c816-4bd5-b5ea-6faf6b1287f0,57,Other,Investment,78366.53,2025-01-29,2725.32,Payment,New Randyhaven,18559.19,Home,760,False,106580.75,Married,North,2024-02-05,2025-01-01,13,Stable,2,1,-2330.63,5,1,3
4cd2c786-536a-41bd-931a-2322c7cc015b,70,Other,Checking,99195.14,2025-03-28,3789.17,Transfer,East Cynthia,29403.15,None,334,False,187785.7,Divorced,North,2020-09-04,2025-01-20,15,Decreasing,3,0,3137.93,3,0,0
a25b822a-f09f-4655-9f83-6024648f81ec,70,Male,Investment,71505.44,2025-02-16,545.16,Withdrawal,North Anita,33641.13,Business,543,True,108767.09,Married,South,2020-08-03,2025-01-03,8,Increasing,3,2,3285.98,5,0,0
dda3eca9-186a-424a-a97e-e2db1e1e00cb,58,Female,Savings,14536.81,2025-01-02,3705.26,Withdrawal,Lindabury,0.0,None,848,False,72170.04,Widowed,North,2021-11-20,2025-03-05,4,Stable,2,0,2961.4,1,1,5
87b8a97f-dc85-429d-966c-ed7433a1da8b,43,Female,Checking,27047.85,2025-01-21,2395.76,Transfer,Johnberg,0.0,None,693,False,172828.27,Single,North,2024-05-28,2025-02-08,18,Stable,3,2,1075.51,1,0,0
810150f8-0f60-4633-96ed-7de7f1fff2de,50,Female,Savings,7653.85,2025-03-30,862.51,Transfer,West Kellymouth,0.0,None,842,True,134075.33,Divorced,South,2021-11-23,2025-02-04,18,Increasing,0,2,-2679.01,3,0,0
c5320fa1-59bb-45d6-acf8-8821294f314a,55,Male,Investment,88859.42,2025-02-25,2707.93,Payment,Erictown,42531.88,None,790,False,69506.75,Widowed,West,2020-08-03,2025-02-12,2,Stable,0,1,-2023.1,2,1,7
fdc0a975-e27d-4c4f-970d-237202724e4f,40,Female,Savings,69439.03,2025-03-05,3494.25,Deposit,North Wendyborough,0.0,None,532,True,193006.89,Married,South,2021-09-04,2025-01-05,7,Decreasing,5,0,3589.52,5,0,0
7531785c-7b98-41ee-95b3-64b3a3d270a7,23,Female,Savings,38605.9,2025-01-04,836.16,Payment,Christophertown,29093.59,Business,403,False,43014.45,Married,North,2024-04-30,2025-01-08,6,Decreasing,4,0,3090.13,5,0,0
08c5b7f3-778b-4d66-8a3c-9435e48d29b7,53,Female,Investment,29211.4,2025-03-15,2683.55,Withdrawal,Carriehaven,0.0,None,409,False,128533.76,Married,North,2022-02-15,2025-01-07,4,Increasing,0,1,1709.19,3,0,0
c65b8280-1292-424b-960e-c2bfdd5f4c20,23,Other,Investment,1808.1,2025-02-01,3180.45,Transfer,Smithside,0.0,None,330,False,30952.94,Single,East,2023-08-31,2025-01-26,13,Increasing,1,1,-3513.52,3,1,7
00abe8b8-ddc8-4c9b-8001-c24869a9dd4c,32,Male,Checking,49104.25,2025-03-02,2300.11,Deposit,North Ashley,0.0,None,670,False,66278.77,Single,South,2022-06-23,2025-01-08,12,Decreasing,2,0,-1736.13,2,0,0
5b4e025f-3951-46f7-b792-925a9efddf66,34,Female,Investment,17883.22,2025-02-02,1637.32,Deposit,North Tammymouth,0.0,None,563,False,91684.39,Widowed,West,2021-10-30,2025-02-10,7,Decreasing,0,0,-4653.16,4,0,0
eaddd144-a708-4963-8ac4-d8d2cbc1ba81,67,Other,Savings,6551.94,2025-01-21,2713.6,Withdrawal,Christianton,5594.76,Home,694,True,109331.9,Married,South,2023-05-24,2025-03-09,8,Stable,0,2,1236.62,4,1,12
51a76040-eceb-40f1-9420-7e1a5ee7f1cb,59,Female,Savings,80122.62,2025-01-30,1712.51,Payment,New Claireberg,38440.59,Business,728,False,142682.48,Divorced,West,2022-04-14,2025-03-29,20,Decreasing,3,1,-483.2,5,0,0
03ed44c3-bfa6-4d99-8ebe-6c9460ddd4f5,24,Other,Savings,8841.88,2025-02-10,376.5,Transfer,Faithbury,0.0,None,813,False,176698.31,Widowed,South,2020-08-24,2025-03-01,12,Stable,3,2,-3394.01,3,0,0
a74a0a71-585a-4813-95b9-2295e8aefe28,23,Female,Investment,12714.98,2025-01-19,1826.83,Transfer,North Jeffrey,46996.15,Personal,810,True,158768.91,Divorced,North,2022-09-10,2025-03-11,1,Stable,3,1,-3490.84,3,0,0
670dc353-3811-47e2-be7e-9556a998471e,65,Female,Checking,48329.78,2025-03-16,3889.75,Withdrawal,East Josephshire,0.0,None,764,True,130399.97,Single,South,2020-09-25,2025-03-29,10,Decreasing,2,0,1589.24,4,0,0
ec1f4faa-a711-41ad-a40e-0fed2e2cfe0f,32,Other,Investment,18612.61,2025-03-01,1862.63,Withdrawal,Lake Megan,0.0,None,422,True,141572.14,Married,South,2022-10-14,2025-02-02,19,Stable,4,2,-3534.82,4,0,0
85b999ab-16d4-4fdb-a136-3858b4ba0596,38,Female,Checking,58492.2,2025-01-07,3223.33,Deposit,Andrewchester,0.0,None,454,True,185814.37,Widowed,West,2022-08-22,2025-01-27,20,Decreasing,3,0,-3070.87,2,0,0
7a0b5e7e-23a9-4984-a4f5-66dffb90f77d,45,Male,Savings,5037.99,2025-01-28,2955.34,Deposit,New Jonathan,0.0,None,790,True,38104.61,Married,North,2022-12-01,2025-01-01,6,Stable,5,1,2555.14,1,1,6
4a312b7e-8206-4a20-94d5-ab9460006d0e,54,Male,Investment,58612.76,2025-02-15,4246.56,Withdrawal,North Charlottehaven,0.0,None,608,True,141766.33,Married,South,2021-07-08,2025-03-03,15,Increasing,4,0,595.73,1,0,0
eee44297-5300-45f4-8e53-5a7e724ddb5f,39,Other,Checking,96664.42,2025-01-29,3997.26,Deposit,Mccannburgh,27961.58,Home,591,True,100859.25,Married,South,2022-02-20,2025-03-30,17,Increasing,0,1,-2332.4,3,0,0
c314668b-3124-4036-b545-bb9a0059bd80,68,Other,Savings,71945.97,2025-01-24,335.94,Payment,Brownchester,46904.72,Personal,352,False,105125.01,Widowed,West,2024-05-12,2025-02-02,18,Stable,5,2,4797.54,3,1,10
44df6710-f421-4783-ad06-67baea0dc4b8,35,Other,Savings,8895.13,2025-01-01,4894.95,Withdrawal,Jacobhaven,0.0,None,618,True,33889.67,Widowed,East,2024-06-12,2025-02-08,7,Decreasing,0,2,4366.23,4,0,0
3a7fc931-a08e-47ec-bbc7-b7e1d8232e6c,69,Male,Checking,92920.01,2025-03-22,2344.98,Withdrawal,New Leslie,0.0,None,696,True,128017.2,Divorced,West,2022-06-11,2025-01-15,1,Decreasing,3,2,-1246.97,5,1,1
974e053e-13c2-496a-9820-652443415a16,28,Male,Checking,53101.72,2025-02-08,1882.56,Withdrawal,New Isaac,0.0,None,400,False,112169.88,Divorced,South,2022-10-07,2025-03-13,9,Increasing,1,0,-3636.85,1,1,10
0ef02ff8-da19-4d11-83a4-236b28ed7307,27,Female,Checking,38194.17,2025-02-24,2776.09,Payment,North Douglaston,35838.96,Personal,378,False,167005.91,Married,South,2021-10-07,2025-02-11,1,Stable,5,2,2048.32,4,0,0
3632ff18-cf96-4777-bf48-70535e5f2230,54,Female,Investment,17914.61,2025-01-25,218.42,Withdrawal,Royshire,10902.88,None,493,True,36321.27,Widowed,South,2024-12-18,2025-01-08,11,Stable,1,2,2702.21,5,0,0
4241535b-e724-4e05-a675-ed29db664cd4,56,Female,Checking,68976.76,2025-01-02,1004.58,Payment,North Sonya,0.0,None,407,False,102535.53,Divorced,South,2022-12-03,2025-03-07,17,Increasing,1,0,121.1,1,0,0
fc6b15b5-7ba4-4d3b-9075-10091efdc969,33,Other,Savings,55171.79,2025-02-13,1739.26,Withdrawal,West Davidberg,10324.31,Home,757,True,161213.16,Widowed,East,2020-02-08,2025-02-17,14,Stable,2,1,97.13,2,1,11
a92a353b-4ca3-4604-9e26-96a65ba8aa66,47,Other,Savings,39300.06,2025-02-25,4496.22,Payment,Lake Joshuaville,0.0,None,516,True,73953.68,Married,East,2021-01-12,2025-03-30,2,Increasing,1,2,-2040.91,3,1,9
31cd4903-1465-45ca-a726-f39107407dec,37,Other,Checking,23129.45,2025-03-01,1922.37,Withdrawal,South Rachelborough,0.0,None,323,True,80257.07,Single,South,2020-05-12,2025-03-01,19,Decreasing,4,2,-4405.85,1,0,0
c2ccd0a8-5806-4625-bd19-bb608d0b0a98,31,Female,Checking,35876.84,2025-01-14,320.67,Withdrawal,Andersonmouth,0.0,None,539,False,197905.08,Widowed,East,2023-11-04,2025-03-29,20,Stable,3,0,-2588.93,1,0,0
c03532fe-96db-4333-a27b-0f8b309feec2,44,Other,Investment,80986.65,2025-01-02,1121.93,Payment,New Michael,0.0,None,453,True,28111.34,Widowed,East,2024-03-30,2025-03-07,2,Stable,5,1,4860.52,4,1,4
3f0a1a5c-c1e2-4d4f-b740-d676bb27f3ca,57,Male,Checking,46281.49,2025-01-06,1168.26,Payment,Rochaberg,48831.83,Personal,807,True,76847.84,Single,South,2022-05-28,2025-01-14,8,Increasing,2,1,-1799.31,2,0,0
f6f44935-f908-4f9d-9812-4b0fea7b4c0c,22,Other,Savings,33698.7,2025-02-08,4410.36,Payment,East Jameshaven,0.0,None,451,True,29090.55,Divorced,South,2023-12-24,2025-03-29,19,Decreasing,2,1,-697.7,1,0,0
abe95a0c-0c90-47d8-bf83-6925ce090ad1,19,Other,Investment,56661.89,2025-01-20,2763.31,Deposit,Moralesmouth,5270.12,Personal,659,True,67647.63,Single,North,2021-06-30,2025-02-15,9,Increasing,3,2,-1972.19,5,0,0
5e607d12-6b22-428a-941c-9c04ad2167f8,42,Male,Savings,39036.89,2025-03-22,4008.62,Payment,New Peter,40922.92,Business,838,True,144263.28,Widowed,South,2020-12-19,2025-03-11,1,Decreasing,1,1,3126.86,1,1,9
705fad97-8ead-46f2-aec3-3570bbb45363,35,Other,Checking,70143.69,2025-03-18,2720.6,Transfer,Josefurt,0.0,None,374,False,80773.69,Married,East,2020-06-29,2025-02-03,2,Decreasing,3,2,4690.02,4,0,0
37355cdd-7661-4f6b-87e4-9ef29c4e23bd,40,Male,Checking,48424.84,2025-01-25,1027.35,Payment,North Haileychester,0.0,None,557,True,84842.29,Single,South,2020-06-01,2025-01-30,4,Stable,2,0,2915.37,2,0,0
bcfae6ad-ef41-49a0-af24-08f0dc1cd252,59,Other,Savings,6999.47,2025-03-07,3277.22,Withdrawal,West Jesuschester,0.0,None,470,False,167415.01,Widowed,East,2022-04-25,2025-01-10,17,Decreasing,1,2,2301.08,5,0,0
d3598df3-0d71-400d-857f-4c45ad62481d,50,Male,Checking,17578.16,2025-01-03,1695.61,Payment,New Kimberlyport,0.0,None,520,False,178118.89,Married,North,2024-12-18,2025-03-23,6,Increasing,1,2,1417.62,3,0,0
21065b04-333c-46b0-94b9-c874be784c1e,28,Other,Checking,72927.07,2025-02-14,1498.67,Payment,New Andrewborough,0.0,None,628,True,32580.8,Widowed,South,2023-09-04,2025-02-22,4,Increasing,4,1,-1258.79,1,1,8
28684a7a-f06e-4fa5-89d2-6ca709c770e9,25,Other,Investment,13970.73,2025-03-15,714.8,Withdrawal,East Kelly,0.0,None,475,False,112033.22,Single,West,2021-02-11,2025-02-20,2,Increasing,3,1,-2758.44,2,1,2
fc8c0cd7-9a49-4291-b6f1-02444788e53e,46,Other,Investment,10842.71,2025-01-24,2618.97,Transfer,New Whitney,0.0,None,699,False,159989.01,Widowed,North,2020-03-03,2025-02-17,2,Increasing,1,1,1610.31,2,0,0
6b8e80f1-f685-4f62-831a-1973092192b5,59,Male,Savings,86756.39,2025-01-04,3990.37,Transfer,West Timothyberg,0.0,None,749,False,46271.7,Divorced,West,2023-05-25,2025-03-12,5,Increasing,3,0,589.75,4,0,0
548e0a25-d042-4cdb-9a6d-3b89d4c1085e,27,Female,Investment,70814.02,2025-01-31,1923.0,Deposit,New Catherineside,0.0,None,664,False,95149.26,Divorced,South,2021-10-14,2025-02-08,8,Decreasing,4,0,3358.12,5,0,0
ae31e65a-71cd-4732-b5f9-70716d35f0d5,23,Male,Investment,4229.23,2025-01-08,3807.21,Payment,Port Kimberlyburgh,0.0,None,360,True,122731.8,Divorced,South,2020-10-22,2025-02-07,14,Stable,2,0,-3067.39,3,0,0
bc1bf64f-2158-4dec-8d3e-b8d1bc230f74,51,Male,Checking,77226.99,2025-03-10,4992.13,Deposit,East Davidfurt,0.0,None,394,False,188467.26,Single,North,2023-11-09,2025-02-06,15,Decreasing,2,1,-2185.31,2,0,0
4284c06b-c7ba-4c09-bfee-db817006e880,63,Male,Checking,98909.33,2025-01-27,199.02,Payment,Port Jasonville,0.0,None,518,True,153136.46,Married,South,2024-03-01,2025-02-28,11,Increasing,1,0,2536.44,2,0,0
f3547730-302a-4b64-adb1-381cdcbb3380,40,Other,Checking,51021.89,2025-02-07,1648.53,Payment,East Jacob,0.0,None,666,True,103275.47,Divorced,South,2021-01-24,2025-02-13,15,Stable,1,1,2704.08,2,1,3
3c694fb2-5e4e-4d23-8fc0-1908c5c63845,43,Female,Savings,54253.58,2025-02-05,3285.8,Withdrawal,East Stephen,0.0,None,693,True,52830.79,Single,South,2020-12-20,2025-03-25,13,Stable,0,2,726.97,4,0,0
e4397f8a-82be-40eb-8ae7-d55fe37cf5d1,42,Other,Savings,20395.42,2025-02-26,3879.14,Transfer,North Rachel,0.0,None,415,True,189986.51,Married,East,2022-09-30,2025-01-30,1,Increasing,3,0,-1953.15,1,0,0
a6c34a4b-7edd-45d8-b125-0d4a0db2e824,51,Other,Investment,65267.48,2025-01-22,2053.63,Deposit,New Mark,0.0,None,426,True,85924.58,Widowed,South,2023-10-15,2025-02-18,1,Stable,1,0,3780.35,5,0,0
0ba43081-bdc0-4cef-82ce-b34a50069265,26,Male,Investment,8143.37,2025-01-17,3428.65,Deposit,Ramirezland,8439.95,Home,302,True,79296.08,Widowed,East,2024-02-18,2025-03-21,3,Decreasing,0,1,-450.86,4,1,1
2567a29f-7da4-4729-9ecd-4542cf77f73c,47,Female,Checking,6283.08,2025-03-06,2180.28,Withdrawal,Coxberg,15529.1,Car,794,True,193943.78,Married,West,2020-07-30,2025-02-04,15,Increasing,3,1,2944.14,2,0,0
1d6aa461-74c0-4a6c-88b1-19533a0cd0c8,30,Female,Investment,6260.48,2025-02-23,1748.28,Payment,Jessicafurt,0.0,None,560,False,23828.38,Divorced,East,2022-05-05,2025-02-21,2,Decreasing,4,2,-894.66,1,1,10
77a666bb-bab8-436d-8339-6f0f4c545291,33,Other,Investment,70174.07,2025-02-05,2545.7,Payment,Carrbury,0.0,None,496,False,47695.42,Divorced,East,2022-10-28,2025-01-06,4,Increasing,4,2,-557.41,2,1,5
bd48b045-585b-4abb-9b9d-802ff73e9e72,49,Other,Savings,11791.5,2025-03-01,1048.29,Withdrawal,Sonialand,0.0,None,815,True,156578.65,Married,West,2023-09-26,2025-03-10,6,Decreasing,5,1,-4807.28,1,0,0
82b03f5f-7b94-4f11-869f-6343acb25a03,27,Other,Savings,29261.88,2025-03-24,444.03,Transfer,Williamstown,0.0,None,610,True,153524.04,Single,North,2021-05-22,2025-01-07,17,Decreasing,3,1,-3484.96,3,0,0
56863018-a10f-48eb-bea8-e27cf91d5815,60,Female,Investment,34653.5,2025-02-17,4619.4,Payment,Jonathanside,0.0,None,445,True,55255.93,Divorced,South,2022-03-20,2025-02-05,10,Increasing,1,2,-3048.03,2,0,0
cbeade79-c825-4b90-9011-13ce860019e8,70,Female,Checking,51109.67,2025-01-09,3149.3,Withdrawal,Hernandezbury,0.0,None,736,False,81443.26,Divorced,North,2024-06-07,2025-01-27,8,Stable,4,2,-4382.79,5,0,0
d51552d1-6697-4503-8949-82fac9fe1516,52,Female,Savings,72746.52,2025-01-20,1466.22,Deposit,Kruegerside,0.0,None,740,True,152982.54,Single,South,2024-05-07,2025-03-01,4,Increasing,3,0,3398.67,2,0,0
777fb516-6ce7-4fe3-b98c-4fce0d2bf058,68,Female,Savings,81751.5,2025-01-08,3184.27,Transfer,East Charlesstad,0.0,None,448,True,43292.6,Widowed,South,2020-01-24,2025-02-12,8,Stable,5,0,-1955.79,1,0,0
41b88af5-3c30-4705-a94d-14ba7cfd66aa,44,Female,Savings,16430.92,2025-01-21,2850.08,Transfer,Davidchester,0.0,None,348,False,28363.9,Divorced,North,2021-12-28,2025-03-16,1,Increasing,4,1,-4212.2,4,0,0
1580ecff-8c5a-4f9d-b881-5207679f848f,44,Female,Investment,7530.95,2025-02-14,3338.6,Transfer,Port Anthonyhaven,4590.95,Home,349,False,185972.39,Divorced,East,2022-12-30,2025-01-25,11,Stable,0,1,3182.28,5,1,3
ca8ab49f-ac9a-4287-8f74-dc349e1f48ce,47,Other,Checking,63771.94,2025-02-17,886.0,Withdrawal,Lake Zachary,0.0,None,651,True,187429.41,Married,West,2024-02-05,2025-03-19,15,Decreasing,3,2,-3990.68,3,0,0
438e5df7-fbe2-4fd1-81b6-c8bb181f6dc7,18,Female,Savings,90788.62,2025-02-14,918.98,Transfer,Jonesstad,0.0,None,823,True,187385.34,Single,East,2022-09-27,2025-02-08,15,Stable,1,1,2675.57,5,0,0
bf7cc18d-3393-4374-961b-8634940b6e0a,68,Male,Savings,11947.28,2025-02-24,211.92,Deposit,South Williammouth,7847.4,Car,697,False,20511.45,Divorced,North,2020-08-12,2025-01-03,13,Stable,5,0,-4812.28,5,0,0
b27c9b86-c1d4-4c3c-b6a8-e7bb0f55fe11,22,Female,Checking,2450.53,2025-03-21,866.21,Deposit,Thompsonmouth,0.0,None,690,False,47296.56,Divorced,West,2021-04-05,2025-01-22,5,Stable,1,2,-2204.95,2,1,11
8af1bc08-ef79-4f8f-a7d2-8159cc42df0b,43,Female,Savings,63771.41,2025-01-30,3305.8,Payment,Daviston,0.0,None,678,False,30819.29,Divorced,East,2024-02-17,2025-02-12,14,Stable,0,0,-1633.64,3,0,0
b87ee7bd-6146-47e3-9781-1b8e6c1b0d74,38,Female,Checking,77960.91,2025-02-11,3635.56,Transfer,West Eric,0.0,None,759,True,48597.55,Widowed,North,2021-09-07,2025-02-08,4,Decreasing,1,1,1172.15,2,0,0
622246f5-fb37-4de3-bc82-9601dbff67c8,30,Female,Savings,25894.25,2025-02-14,1677.58,Payment,Rebeccamouth,0.0,None,795,True,122773.43,Married,South,2020-01-30,2025-02-06,16,Increasing,0,2,-4539.02,2,1,7
fff55f99-2406-4640-b27a-7adc6642c9c6,40,Other,Savings,82112.77,2025-03-28,1689.36,Payment,North Williamburgh,23522.58,Business,734,True,109619.69,Divorced,West,2021-07-06,2025-01-18,16,Increasing,1,2,-3963.94,5,1,8
87955e55-c0ae-4db0-b208-ddfb4b4ab6d7,19,Female,Savings,23363.95,2025-01-20,1046.52,Deposit,Port Sandraside,0.0,None,368,True,58383.42,Single,South,2020-09-17,2025-03-30,9,Decreasing,4,1,-4896.07,5,0,0
79064b4f-7e38-4c3c-858e-a53d7ffb08e9,57,Female,Checking,28761.1,2025-02-19,2345.51,Payment,South Aaronburgh,0.0,None,560,False,164727.41,Widowed,South,2022-11-04,2025-02-10,13,Stable,3,0,-758.07,5,0,0
31effe00-ab37-4e2d-99bf-410e6db25350,40,Other,Savings,13593.01,2025-02-11,3509.28,Deposit,East Richardmouth,0.0,None,662,False,122684.18,Married,East,2024-10-01,2025-03-02,8,Stable,5,2,1222.89,3,1,12
95abab69-7e0c-4fdd-8578-dc2544e95098,41,Other,Checking,53469.58,2025-01-13,1396.21,Payment,West Brianstad,0.0,None,351,True,135729.74,Single,East,2023-10-05,2025-03-22,9,Increasing,3,2,1921.17,4,1,8
d3a42f8e-73f6-48f6-83e2-450e1b8035da,68,Male,Checking,62044.86,2025-02-11,4303.18,Withdrawal,East Diana,0.0,None,597,True,104521.37,Widowed,North,2024-06-25,2025-03-27,20,Increasing,1,0,-2152.64,4,0,0
6b9a46b0-048e-4cde-ba38-4fed4bafa646,18,Other,Investment,79868.82,2025-01-23,811.32,Withdrawal,Fuentesshire,0.0,None,533,False,61771.24,Married,South,2020-08-26,2025-03-09,17,Increasing,4,1,-3185.43,1,0,0
1dc9ef8c-bf6b-4c7f-badb-9b35f356abb8,49,Female,Investment,83159.98,2025-01-13,2770.7,Payment,West Deannafort,0.0,None,699,True,49377.47,Single,South,2023-11-19,2025-01-23,5,Stable,5,1,-4540.54,5,1,1
eca416f4-5d98-47c6-ad9e-071bdbdc229d,52,Male,Investment,69264.59,2025-02-03,1496.2,Withdrawal,North Peter,0.0,None,377,False,42148.43,Widowed,West,2020-08-02,2025-02-07,8,Stable,2,1,-2481.6,4,0,0
ead7eabb-c6c8-4b88-a43a-d1fc8d9e383a,57,Female,Checking,62849.76,2025-02-23,3327.37,Payment,Jeffreymouth,0.0,None,524,True,192427.1,Widowed,East,2023-02-15,2025-03-18,11,Stable,4,1,1329.1,4,0,0
2abd4787-751a-41eb-81c3-fa8065f8f034,70,Female,Investment,9534.37,2025-01-27,721.64,Withdrawal,Nicholasmouth,0.0,None,561,False,96586.43,Single,West,2023-03-24,2025-03-09,14,Stable,4,2,3229.71,4,0,0
572989a3-50da-4ac0-a3f2-7a018318788d,19,Other,Checking,8848.62,2025-03-01,2474.23,Deposit,Brentchester,0.0,None,339,True,119266.73,Divorced,South,2023-06-04,2025-02-09,1,Stable,2,1,-893.72,2,0,0
